id,uuid,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,user_name,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
145598591,8890de69-70ea-415c-802f-f3d7d5aad39d,Sun Jan 01 2023 11:17:55 GMT -0800 (PST),2023-01-01,2023-01-01 19:17:55 UTC,Pacific Time (US & Canada),6408001,aretetic,,2023-01-01 19:18:02 UTC,2025-02-08 00:21:16 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/145598591,https://inaturalist-open-data.s3.amazonaws.com/photos/250123555/medium.jpeg,,"",,1,0,false,333,Lakeside,32.9127502441,-116.8968963623,347,,,,347,,,false,,,chamise,Adenostoma fasciculatum,chamise,Plantae,47146
145599536,6386229f-3ee4-460a-adbd-7111c5e3ad4f,2023-01-01 11:29:32-08:00,2023-01-01,2023-01-01 19:29:32 UTC,Pacific Time (US & Canada),5487747,hannah_jugar,Hannah Jugar,2023-01-01 19:30:09 UTC,2024-01-14 15:05:55 UTC,research,,https://www.inaturalist.org/observations/145599536,https://static.inaturalist.org/photos/250126457/medium.jpg,,"","",3,0,false,3,"Sweetwater Summit Regional Park, Bonita, CA, US",32.688280926,-117.0062749924,7,,,,7,,,false,,,fennel,Foeniculum vulgare,fennel,Plantae,53052
145599946,beea76a3-8338-48ae-b685-50f39b3af366,2023-01-01 09:41:43-08:00,2023-01-01,2023-01-01 17:41:43 UTC,Pacific Time (US & Canada),1599849,jacksondriscoll,Jackson Driscoll,2023-01-01 19:34:59 UTC,2023-01-10 21:16:43 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/145599946,https://inaturalist-open-data.s3.amazonaws.com/photos/250125996/medium.jpg,,"",Either pulverulenta or arizonica,1,0,false,3,"CA-67, Ramona, CA, US",33.0107027833,-116.9387666667,4,,,,4,,,false,,,Chalk Dudleya,Dudleya pulverulenta,Chalk Dudleya,Plantae,76737
145600202,7b671b1e-d44d-4bed-85df-953d44dc5b57,2023-01-01 11:37:57-08:00,2023-01-01,2023-01-01 19:37:57 UTC,Pacific Time (US & Canada),5487747,hannah_jugar,Hannah Jugar,2023-01-01 19:38:19 UTC,2025-07-17 18:19:30 UTC,research,,https://www.inaturalist.org/observations/145600202,https://static.inaturalist.org/photos/250126480/medium.jpg,,"","",1,0,false,3,"Corte Pozos, Spring Valley, CA, US",32.6890515373,-117.0075187416,12,,,,12,,,false,,,laurel sumac,Malosma laurina,laurel sumac,Plantae,64122
145600296,3a571827-52e3-44fd-a2a0-4fb92bbe0fdb,2023-01-01 09:48:15-08:00,2023-01-01,2023-01-01 17:48:15 UTC,Pacific Time (US & Canada),2161367,macwhose,Susan MacWhorter,2023-01-01 19:40:23 UTC,2023-01-09 23:17:30 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/145600296,https://inaturalist-open-data.s3.amazonaws.com/photos/250126834/medium.jpg,,"","",2,0,false,3,"Borrego Springs, CA, US",33.3275666667,-116.3673333333,3,,,,3,,,false,,,Hairy Desertsunflower,Geraea canescens,Desert Sunflower,Plantae,77248
145600413,6b8820f5-514f-4575-b845-819a640f10c0,2023-01-01 09:50:35-08:00,2023-01-01,2023-01-01 17:50:35 UTC,Pacific Time (US & Canada),2161367,macwhose,Susan MacWhorter,2023-01-01 19:42:11 UTC,2023-01-10 06:52:23 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/145600413,https://inaturalist-open-data.s3.amazonaws.com/photos/250127147/medium.jpg,,"","",2,0,false,3,"Borrego Springs, CA, US",33.330945,-116.3676216667,14,,,,14,,,false,,,Annual Evening Primrose,Oenothera deltoides deltoides,Annual Evening Primrose,Plantae,80073
145601359,6e2c369f-f559-4af7-ace4-f9e34f9fc17a,2023-01-01 11:54:22-08:00,2023-01-01,2023-01-01 19:54:22 UTC,Pacific Time (US & Canada),5487747,hannah_jugar,Hannah Jugar,2023-01-01 19:54:43 UTC,2023-09-03 18:52:25 UTC,research,,https://www.inaturalist.org/observations/145601359,https://static.inaturalist.org/photos/250129161/medium.jpg,,"","",1,0,false,3,"Maria Ave, Spring Valley, CA, US",32.7036381313,-116.9938386631,993,,,,993,,open,false,,,Tornleaf Goldeneye,Bahiopsis laciniata,Tornleaf Goldeneye,Plantae,75736
145601571,e545978d-00bd-4700-beb4-ba883ece597c,2023-01-01 11:56:20-08:00,2023-01-01,2023-01-01 19:56:20 UTC,Pacific Time (US & Canada),5487747,hannah_jugar,Hannah Jugar,2023-01-01 19:57:18 UTC,2024-01-14 15:11:06 UTC,research,,https://www.inaturalist.org/observations/145601571,https://static.inaturalist.org/photos/250138211/medium.jpg,,"","",3,0,false,3,"Sprinter Ln, Bonita, CA, US",32.6879731115,-117.0074090008,284,,,,284,,,false,,,California brittlebush,Encelia californica,California brittlebush,Plantae,64141
145601842,91cd1838-d619-4805-97f0-6f39c2438ab6,2023-01-01 11:04:04-08:00,2023-01-01,2023-01-01 19:04:04 UTC,Pacific Time (US & Canada),1599849,jacksondriscoll,Jackson Driscoll,2023-01-01 19:59:48 UTC,2025-02-27 07:51:15 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/145601842,https://inaturalist-open-data.s3.amazonaws.com/photos/250129966/medium.jpg,,"","",2,0,false,3,"Santa Ysabel Open Space Preserve West, Santa Ysabel, CA, US",33.1182416667,-116.673775,4,,,,4,,,false,,,California Peony,Paeonia californica,California Peony,Plantae,58223
145602215,750ad656-be78-4f22-ad60-9dc0943bd234,2023-01-01 10:55:25-08:00,2023-01-01,2023-01-01 18:55:25 UTC,Pacific Time (US & Canada),1599849,jacksondriscoll,Jackson Driscoll,2023-01-01 20:05:58 UTC,2023-01-02 17:11:57 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/145602215,https://inaturalist-open-data.s3.amazonaws.com/photos/250130922/medium.jpg,,"","",1,0,false,3,"Santa Ysabel Open Space Preserve West, Santa Ysabel, CA, US",33.1172221667,-116.6732416667,3,,,,3,,,false,,,Stinging Lupine,Lupinus hirsutissimus,Stinging Lupine,Plantae,58902
145603606,019eb9d6-0966-4cd2-802d-582ecf9d4aba,2023-01-01 11:10:54-08:00,2023-01-01,2023-01-01 19:10:54 UTC,Pacific Time (US & Canada),920875,ymohanty,,2023-01-01 20:25:10 UTC,2023-01-01 20:29:14 UTC,research,,https://www.inaturalist.org/observations/145603606,https://static.inaturalist.org/photos/250133668/medium.jpg,,"","",1,0,false,3,"North Pacific Ocean, CA, US",32.9401439773,-117.2631340386,682,,,,682,,,false,,,Feather Boa Kelp,Egregia menziesii,Feather Boa Kelp,Chromista,67419
145604385,3a620476-39a1-4f65-9840-eae968243a47,2023-01-01 12:30:16-08:00,2023-01-01,2023-01-01 20:30:16 UTC,Pacific Time (US & Canada),5395109,craziebrazie,,2023-01-01 20:33:27 UTC,2023-04-24 00:10:43 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/145604385,https://inaturalist-open-data.s3.amazonaws.com/photos/250135107/medium.jpg,,"",Little patch outside apartments near Encinitas ,2,0,false,3,"Calle Cancuna, Carlsbad, CA, US",33.0792570018,-117.2325381357,4,,,,4,,,false,,,Honey Mushroom,Armillaria mellea,Honey Mushroom,Fungi,55950
145605098,d12dd4be-ec48-4a30-a980-67c3089c199a,2023-01-01 09:04:55-08:00,2023-01-01,2023-01-01 17:04:55 UTC,Pacific Time (US & Canada),314738,vireosylva,Phoebe Barnes,2023-01-01 20:40:30 UTC,2025-03-10 22:46:46 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/145605098,https://inaturalist-open-data.s3.amazonaws.com/photos/250136251/medium.jpg,,"","",2,0,false,3,"Sitio Avellana, Carlsbad, CA, US",33.1026333333,-117.2323133333,4,,,,4,,,false,,,California sagebrush,Artemisia californica,California sagebrush,Plantae,53357
145605126,70b66351-e3ff-46ee-8fe0-8f525043e979,Sun Jan 01 2023 12:33:14 GMT -0800 (PST),2023-01-01,2023-01-01 20:33:14 UTC,Pacific Time (US & Canada),398240,kawriver,Jesse E. D. Miller,2023-01-01 20:40:53 UTC,2023-01-12 19:12:14 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/145605126,https://inaturalist-open-data.s3.amazonaws.com/photos/250136331/medium.jpeg,,"",,2,0,false,333,Borrego Springs,33.2847213745,-116.1401367188,81,,,,81,,,false,,,broad-leaved aliciella,Aliciella latifolia latifolia,broad-leaved aliciella,Plantae,79566
145605128,02b71a7c-0cd1-4105-9f2a-485c43f34b37,2023-01-01 09:07:37-08:00,2023-01-01,2023-01-01 17:07:37 UTC,Pacific Time (US & Canada),314738,vireosylva,Phoebe Barnes,2023-01-01 20:40:56 UTC,2025-03-10 22:46:46 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/145605128,https://inaturalist-open-data.s3.amazonaws.com/photos/250136333/medium.jpg,,"","",2,0,false,3,"Carlsbad, CA, US",33.1025471667,-117.23288,4,,,,4,,,false,,,chamise,Adenostoma fasciculatum,chamise,Plantae,47146
145605139,1e8bdcab-d8e1-4643-88e5-f0c1e0c2f06c,Sun Jan 01 2023 12:41:02 GMT -0800 (PST),2023-01-01,2023-01-01 20:41:02 UTC,Pacific Time (US & Canada),398240,kawriver,Jesse E. D. Miller,2023-01-01 20:41:07 UTC,2023-06-10 22:59:55 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/145605139,https://inaturalist-open-data.s3.amazonaws.com/photos/250304075/medium.jpeg,,"",,2,0,false,333,Borrego Springs,33.2895736694,-116.1402359009,3,,,,3,,open,false,,,Branched Pencil Cholla,Cylindropuntia ramosissima,Branched Pencil Cholla,Plantae,68416
145605194,d584bd14-a724-4c88-b5fe-c25541e09fd2,2023-01-01 09:10:04-08:00,2023-01-01,2023-01-01 17:10:04 UTC,Pacific Time (US & Canada),314738,vireosylva,Phoebe Barnes,2023-01-01 20:42:09 UTC,2025-03-10 22:46:46 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/145605194,https://inaturalist-open-data.s3.amazonaws.com/photos/250136565/medium.jpg,,"","",2,0,false,3,"Carlsbad, CA, US",33.1021221667,-117.2337716667,4,,,,4,,open,false,,,Toyon,Heteromeles arbutifolia,Toyon,Plantae,53405
145605472,de15aa09-ff91-463f-9bbb-4e3ddd5d2c2b,2023-01-01 09:21:50-08:00,2023-01-01,2023-01-01 17:21:50 UTC,Pacific Time (US & Canada),314738,vireosylva,Phoebe Barnes,2023-01-01 20:45:48 UTC,2025-03-10 22:46:46 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/145605472,https://inaturalist-open-data.s3.amazonaws.com/photos/250137203/medium.jpg,,"","",2,0,false,3,"Carlsbad, CA, US",33.1007111667,-117.2316883333,4,,,,4,,,false,,,black sage,Salvia mellifera,black sage,Plantae,50643
145605498,3eae5bb8-7ea0-41d6-90c1-f64a7d955069,2023-01-01 09:26:40-08:00,2023-01-01,2023-01-01 17:26:40 UTC,Pacific Time (US & Canada),314738,vireosylva,Phoebe Barnes,2023-01-01 20:46:20 UTC,2025-03-10 22:46:46 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/145605498,https://inaturalist-open-data.s3.amazonaws.com/photos/250137322/medium.jpg,,"","",2,0,false,3,"Carlsbad, CA, US",33.1006805,-117.2303,4,,,,4,,,false,,,California sagebrush,Artemisia californica,California sagebrush,Plantae,53357
145605544,458cd39f-23cd-4bd4-b04f-f2318b6965a7,2023-01-01 09:39:12-08:00,2023-01-01,2023-01-01 17:39:12 UTC,Pacific Time (US & Canada),314738,vireosylva,Phoebe Barnes,2023-01-01 20:46:49 UTC,2025-03-10 22:46:46 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/145605544,https://inaturalist-open-data.s3.amazonaws.com/photos/250137413/medium.jpg,,"","",2,0,false,3,"Carlsbad, CA, US",33.097375,-117.2343666667,4,,,,4,,,false,,,small-flowered soaproot,Hooveria parviflora,small-flowered soaproot,Plantae,1362974
145605588,8e5c0486-c21b-4262-9e13-9a440487275e,2023-01-01 09:51:35-08:00,2023-01-01,2023-01-01 17:51:35 UTC,Pacific Time (US & Canada),314738,vireosylva,Phoebe Barnes,2023-01-01 20:47:20 UTC,2025-03-10 22:46:46 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/145605588,https://inaturalist-open-data.s3.amazonaws.com/photos/250137522/medium.jpg,,"","",2,0,false,3,"Carlsbad, CA, US",33.0949083333,-117.2365883333,4,,,,4,,,false,,,Chilicothe,Marah macrocarpa,Chilicothe,Plantae,77959
145605658,cdb73b67-680e-4914-82d8-8462bcd3c0dc,2023-01-01 09:57:54-08:00,2023-01-01,2023-01-01 17:57:54 UTC,Pacific Time (US & Canada),314738,vireosylva,Phoebe Barnes,2023-01-01 20:48:14 UTC,2025-07-17 18:19:28 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/145605658,https://inaturalist-open-data.s3.amazonaws.com/photos/250137584/medium.jpg,,"","",2,0,false,3,"Carlsbad, CA, US",33.0960666667,-117.237495,4,,,,4,,,false,,,laurel sumac,Malosma laurina,laurel sumac,Plantae,64122
145605691,e0637ad4-5874-4c2f-8f79-6adf43cb2490,2023-01-01 10:03:45-08:00,2023-01-01,2023-01-01 18:03:45 UTC,Pacific Time (US & Canada),314738,vireosylva,Phoebe Barnes,2023-01-01 20:48:40 UTC,2025-03-10 22:46:46 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/145605691,https://inaturalist-open-data.s3.amazonaws.com/photos/250137648/medium.jpg,,"","",2,0,false,3,"San Diego County, US-CA, US",33.1338111714,-117.2681070174,4,,,,29012,,obscured,true,,,California adolphia,Adolphia californica,California adolphia,Plantae,75289
145605860,80cf0519-fc0b-4d88-86a1-8eebae8d2bf1,2023-01-01 10:36:55-08:00,2023-01-01,2023-01-01 18:36:55 UTC,Pacific Time (US & Canada),314738,vireosylva,Phoebe Barnes,2023-01-01 20:50:34 UTC,2025-03-10 22:46:46 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/145605860,https://inaturalist-open-data.s3.amazonaws.com/photos/250137898/medium.jpg,,"","",1,0,false,3,"Sitio Montecillo, Carlsbad, CA, US",33.1001666667,-117.24028,5,,,,5,,,false,,,Garden Snail,Cornu aspersum,Garden Snail,Mollusca,480298
145605902,ddabb97a-29d2-4767-a020-2650967af000,2023-01-01 11:49:11-08:00,2023-01-01,2023-01-01 19:49:11 UTC,Pacific Time (US & Canada),3317147,victoriaapaldetti,Victoria Apaldetti,2023-01-01 20:51:26 UTC,2023-01-03 00:27:16 UTC,research,,https://www.inaturalist.org/observations/145605902,https://static.inaturalist.org/photos/250137991/medium.jpg,,"",2 owls,3,0,false,3,"Tecolote Canyon Natural Park and Nature Center, San Diego, CA, US",32.7732300023,-117.1995466667,20,,,,20,,open,false,,,Great Horned Owl,Bubo virginianus,Great Horned Owl,Aves,20044
145605973,2484f77b-d1ee-4d52-972c-ceafb70c50af,2023-01-01 10:38:41-08:00,2023-01-01,2023-01-01 18:38:41 UTC,Pacific Time (US & Canada),314738,vireosylva,Phoebe Barnes,2023-01-01 20:52:03 UTC,2025-03-10 22:46:46 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/145605973,https://inaturalist-open-data.s3.amazonaws.com/photos/250138103/medium.jpg,,"","",1,0,false,3,"Sitio Montecillo, Carlsbad, CA, US",33.1001388333,-117.2403033333,5,,,,5,,,false,,,Tropical House Cricket,Gryllodes sigillatus,Tropical House Cricket,Insecta,154340
145606063,b94066bf-f70c-4798-897f-0c2511a517c6,Sun Jan 01 2023 12:53:29 GMT -0800 (PST),2023-01-01,2023-01-01 20:53:29 UTC,Pacific Time (US & Canada),5847743,itsnicool,,2023-01-01 20:53:35 UTC,2024-10-15 14:41:20 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/145606063,https://inaturalist-open-data.s3.amazonaws.com/photos/250599340/medium.jpeg,,"",,2,0,false,333,Imperial Beach,32.5749511719,-117.1259155273,5,,,,5,,open,false,,,Shaw's Agave,Agave shawii,Shaw's Agave,Plantae,75297
145606082,089eade8-b5e6-49d9-8d15-9756114c5e3f,2023-01-01 11:45:14-08:00,2023-01-01,2023-01-01 19:45:14 UTC,Pacific Time (US & Canada),314738,vireosylva,Phoebe Barnes,2023-01-01 20:53:45 UTC,2025-03-10 22:46:46 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/145606082,https://inaturalist-open-data.s3.amazonaws.com/photos/250138474/medium.jpg,,"","",2,0,false,3,"Carlsbad, CA, US",33.1025278333,-117.2329716667,4,,,,4,,,false,,,mission manzanita,Xylococcus bicolor,mission manzanita,Plantae,79543
145606178,4aacac3a-29cc-4529-8cd3-82012874f208,2023-01-01 12:01:24-08:00,2023-01-01,2023-01-01 20:01:24 UTC,Pacific Time (US & Canada),314738,vireosylva,Phoebe Barnes,2023-01-01 20:54:59 UTC,2025-04-30 18:49:52 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/145606178,https://inaturalist-open-data.s3.amazonaws.com/photos/250138586/medium.jpg,,"","",2,0,false,3,"Filoli Cir, Carlsbad, CA, US",33.10445,-117.2281116667,5,,,,5,,,false,,,Swift Woodlouse,Porcellio laevis,Swift Woodlouse,Animalia,296087
145606919,4740ac19-1546-4266-ae2e-c029d52168ed,Sun Jan 01 2023 13:03:16 GMT -0800 (PST),2023-01-01,2023-01-01 21:03:16 UTC,Pacific Time (US & Canada),5847743,itsnicool,,2023-01-01 21:03:47 UTC,2023-01-04 18:41:35 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/145606919,https://inaturalist-open-data.s3.amazonaws.com/photos/250599343/medium.jpeg,,"",,1,0,false,333,Imperial Beach,32.5729980469,-117.1231307983,43,,,,43,,open,false,,,Snowy Egret,Egretta thula,Snowy Egret,Aves,4940
145608307,7f47d25f-e379-4316-842d-8d8ab2f99d2a,Sun Jan 01 2023 13:16:29 GMT-0800 (PST),2023-01-01,2023-01-01 21:16:29 UTC,Pacific Time (US & Canada),3836940,n8baz,n8baz,2023-01-01 21:17:25 UTC,2023-01-13 08:25:31 UTC,research,,https://www.inaturalist.org/observations/145608307,https://static.inaturalist.org/photos/250143097/medium.jpg,,"","Found growing in Quercus duff
",1,0,false,3,"Mission Trails Regional Park, San Diego, CA, US",32.8394579748,-117.0420918056,4,,,,4,,,false,,,Short-stemmed Russula,Russula brevipes,Short-stemmed Russula,Fungi,118179
145608575,9ae560e9-a3f6-4454-ad13-49b9852420c5,2023-01-01 13:19:22,2023-01-01,2023-01-01 21:19:22 UTC,Pacific Time (US & Canada),905750,bsurks,Brian,2023-01-01 21:20:46 UTC,2023-01-05 02:46:35 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/145608575,https://inaturalist-open-data.s3.amazonaws.com/photos/250143070/medium.jpeg,,"",In tecolote canyon ,3,0,false,2,"Clairemont Mesa West, San Diego, CA, USA",32.79968026,-117.17905488,7,,,,7,,open,false,,,Toyon,Heteromeles arbutifolia,Toyon,Plantae,53405
145608787,ab02ace0-c323-4ed4-96c2-db61eb01ba6e,2023-01-01 13:16:45,2023-01-01,2023-01-01 21:16:45 UTC,Pacific Time (US & Canada),994810,emmaranthaceae,Emma,2023-01-01 21:23:57 UTC,2023-01-10 20:37:57 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/145608787,https://inaturalist-open-data.s3.amazonaws.com/photos/250143497/medium.jpeg,,"",,3,0,false,2,"Borrego Springs, CA 92004, USA",33.2898583333,-116.3770166667,,,,,,,,false,gps,gps,Hairy Sand Verbena,Abronia villosa villosa,Hairy Sand Verbena,Plantae,50166
145608843,0be38c15-82a2-4799-bf74-40d0c58613ca,Sun Jan 01 2023 13:24:44 GMT -0800 (PST),2023-01-01,2023-01-01 21:24:44 UTC,Pacific Time (US & Canada),5847743,itsnicool,,2023-01-01 21:24:55 UTC,2023-01-01 21:30:11 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/145608843,https://inaturalist-open-data.s3.amazonaws.com/photos/250143647/medium.jpeg,,"",,1,0,false,333,Imperial Beach,32.5701904297,-117.1306686401,262,,,,262,,open,false,,,Green Garden Snail,Cantareus apertus,Green Garden Snail,Mollusca,96707
145610785,4a80ff28-bacc-4fbc-8c1f-176c6ecf5f6c,2023-01-01 09:52:14-08:00,2023-01-01,2023-01-01 17:52:14 UTC,Pacific Time (US & Canada),2161367,macwhose,Susan MacWhorter,2023-01-01 21:46:56 UTC,2023-01-10 06:52:22 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/145610785,https://inaturalist-open-data.s3.amazonaws.com/photos/250147102/medium.jpg,,"","",3,0,false,3,"Borrego Springs, CA, US",33.3321333333,-116.3673166667,3,,,,3,,,false,,,Chylismia claviformis peirsonii,Chylismia claviformis peirsonii,,Plantae,79726
